"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"AMBUJACEM","EQ","10-Sep-2020","        209.45","        210.80","        214.45","        207.30","        213.80","        212.95","        210.18","    2591779","           544730035.85","      28445","     689900","         26.62"
"AMBUJACEM","EQ","11-Sep-2020","        212.95","        212.95","        214.50","        211.10","        211.90","        212.45","        212.67","    1841491","           391622310.75","      21080","     221398","         12.02"
"AMBUJACEM","EQ","14-Sep-2020","        212.45","        214.30","        217.00","        209.80","        210.30","        211.10","        212.85","    4594264","           977886988.80","      42336","    1617017","         35.20"
"AMBUJACEM","EQ","15-Sep-2020","        211.10","        210.95","        217.85","        210.55","        217.25","        217.45","        215.45","    3027667","           652311734.80","      23832","     788662","         26.05"
"AMBUJACEM","EQ","16-Sep-2020","        217.45","        217.95","        221.00","        216.05","        218.50","        218.60","        218.81","    4891756","          1070370796.40","      39197","     616809","         12.61"
"AMBUJACEM","EQ","17-Sep-2020","        218.60","        218.00","        222.70","        217.40","        220.10","        220.30","        220.76","    4404688","           972380123.00","      39867","     886236","         20.12"
"AMBUJACEM","EQ","18-Sep-2020","        220.30","        221.75","        223.00","        217.05","        220.40","        220.00","        219.92","    3567707","           784617152.95","      30715","    1110808","         31.14"
"AMBUJACEM","EQ","21-Sep-2020","        220.00","        220.00","        220.25","        207.70","        208.20","        209.75","        214.41","    2412725","           517313597.60","      24197","     667745","         27.68"
"AMBUJACEM","EQ","22-Sep-2020","        209.75","        209.50","        210.55","        203.00","        205.30","        206.80","        206.97","    3532428","           731119557.90","      34108","     788280","         22.32"
"AMBUJACEM","EQ","23-Sep-2020","        206.80","        206.40","        211.40","        204.55","        210.70","        209.25","        207.77","    4129810","           858067999.00","      29683","    1057492","         25.61"
"AMBUJACEM","EQ","24-Sep-2020","        209.25","        206.15","        208.20","        197.45","        197.75","        198.25","        202.18","    3309215","           669053262.40","      25526","     848033","         25.63"
"AMBUJACEM","EQ","25-Sep-2020","        198.25","        201.70","        206.70","        199.00","        206.25","        205.50","        202.85","    4205656","           853122923.35","      28595","    1413814","         33.62"
"AMBUJACEM","EQ","28-Sep-2020","        205.50","        206.60","        212.55","        205.55","        211.90","        211.65","        209.72","    2153072","           451533827.55","      23239","     556566","         25.85"
"AMBUJACEM","EQ","29-Sep-2020","        211.65","        214.05","        218.50","        210.80","        217.15","        216.65","        215.20","    4723206","          1016448219.40","      32980","     849145","         17.98"
"AMBUJACEM","EQ","30-Sep-2020","        216.65","        218.00","        218.25","        213.90","        216.75","        217.00","        216.45","    3645700","           789123541.65","      33027","     811432","         22.26"
"AMBUJACEM","EQ","01-Oct-2020","        217.00","        218.50","        221.95","        217.55","        221.45","        221.20","        220.32","    3358699","           740002342.30","      31667","     690277","         20.55"
"AMBUJACEM","EQ","05-Oct-2020","        221.20","        221.20","        224.20","        219.45","        221.70","        221.35","        221.39","    3259420","           721604111.20","      33828","     705398","         21.64"
"AMBUJACEM","EQ","06-Oct-2020","        221.35","        222.95","        227.75","        220.10","        227.70","        225.30","        223.04","    4929361","          1099439775.65","      66393","    1963760","         39.84"
"AMBUJACEM","EQ","07-Oct-2020","        225.30","        226.00","        237.75","        225.00","        235.00","        234.80","        233.77","   16914960","          3954228000.20","     126279","    5185276","         30.65"
"AMBUJACEM","EQ","08-Oct-2020","        234.80","        234.80","        239.95","        231.40","        237.60","        238.15","        235.51","    8142299","          1917615031.00","      60297","    2309107","         28.36"
"AMBUJACEM","EQ","09-Oct-2020","        238.15","        236.55","        240.55","        235.00","        238.75","        239.35","        237.51","    6602985","          1568250214.85","      47148","    2410969","         36.51"
"AMBUJACEM","EQ","12-Oct-2020","        239.35","        238.00","        242.35","        233.20","        238.50","        238.40","        238.20","    6441943","          1534495400.00","      44894","    1805054","         28.02"
"AMBUJACEM","EQ","13-Oct-2020","        238.40","        237.00","        249.35","        236.80","        241.90","        241.75","        244.63","   16150051","          3950788859.60","     103182","    5359932","         33.19"
"AMBUJACEM","EQ","14-Oct-2020","        241.75","        241.95","        248.00","        240.15","        248.00","        246.60","        244.45","   10384793","          2538557280.30","      57060","    3655242","         35.20"
"AMBUJACEM","EQ","15-Oct-2020","        246.60","        248.00","        250.00","        240.80","        241.85","        243.35","        245.52","    8031726","          1971918690.55","      68185","    2733259","         34.03"
"AMBUJACEM","EQ","16-Oct-2020","        243.35","        243.30","        249.00","        240.15","        247.65","        248.00","        245.32","   12591434","          3088908130.00","      67208","    5060273","         40.19"
"AMBUJACEM","EQ","19-Oct-2020","        248.00","        249.20","        249.70","        243.40","        247.15","        247.60","        245.76","   10969208","          2695802248.60","      48494","    4509609","         41.11"
"AMBUJACEM","EQ","20-Oct-2020","        247.60","        249.90","        254.90","        247.05","        251.75","        251.45","        251.27","   20195023","          5074471807.75","     139573","    5969124","         29.56"
"AMBUJACEM","EQ","21-Oct-2020","        251.45","        251.90","        254.30","        245.95","        253.50","        253.35","        251.12","    9478126","          2380142281.95","      56247","    2687464","         28.35"
"AMBUJACEM","EQ","22-Oct-2020","        253.35","        253.00","        255.60","        249.50","        254.50","        253.60","        252.76","   11569824","          2924393364.35","      74815","    3458985","         29.90"
"AMBUJACEM","EQ","23-Oct-2020","        253.60","        255.50","        256.00","        245.00","        247.40","        247.40","        250.14","   15337715","          3836604299.30","     104670","    3722102","         24.27"
"AMBUJACEM","EQ","26-Oct-2020","        247.40","        248.70","        249.00","        242.45","        244.50","        245.05","        244.76","    8116758","          1986641716.00","      55350","    2705802","         33.34"
"AMBUJACEM","EQ","27-Oct-2020","        245.05","        245.05","        257.00","        243.65","        254.55","        255.85","        252.15","   13207219","          3330155886.60","      75595","    4880061","         36.95"
"AMBUJACEM","EQ","28-Oct-2020","        255.85","        253.85","        254.70","        250.35","        251.25","        251.80","        252.41","    4873537","          1230126294.95","      45960","    1244420","         25.53"
"AMBUJACEM","EQ","29-Oct-2020","        251.80","        250.50","        255.00","        248.70","        254.30","        254.00","        251.88","    4794371","          1207600043.05","      42491","    1245677","         25.98"
"AMBUJACEM","EQ","30-Oct-2020","        254.00","        254.85","        265.80","        252.40","        259.95","        259.70","        260.05","   18101783","          4707283952.15","      96213","    6006584","         33.18"
"AMBUJACEM","EQ","02-Nov-2020","        259.70","        260.00","        261.90","        257.20","        261.00","        260.50","        259.17","    6267645","          1624378117.35","      40350","    2419283","         38.60"
"AMBUJACEM","EQ","03-Nov-2020","        260.50","        262.10","        263.05","        257.65","        262.40","        262.00","        260.44","    5173220","          1347321066.55","      37163","    1288373","         24.90"
"AMBUJACEM","EQ","04-Nov-2020","        262.00","        262.00","        265.30","        259.65","        264.50","        264.40","        262.20","    4122454","          1080899870.55","      32603","     898676","         21.80"
"AMBUJACEM","EQ","05-Nov-2020","        264.40","        251.85","        258.70","        251.00","        256.35","        255.75","        255.03","   12065738","          3077182294.85","      76960","    4050717","         33.57"
"AMBUJACEM","EQ","06-Nov-2020","        255.75","        257.00","        257.00","        246.65","        247.50","        248.00","        250.52","    8457488","          2118741652.70","      57842","    2727921","         32.25"
"AMBUJACEM","EQ","09-Nov-2020","        248.00","        249.45","        252.00","        247.10","        249.00","        249.30","        249.35","    8012202","          1997826949.20","      50189","    3948477","         49.28"
"AMBUJACEM","EQ","10-Nov-2020","        249.30","        251.00","        256.40","        248.40","        250.60","        249.90","        252.40","    8645746","          2182198629.10","      85293","    3704394","         42.85"
"AMBUJACEM","EQ","11-Nov-2020","        249.90","        251.50","        260.90","        251.50","        260.00","        259.70","        256.02","    9322013","          2386645296.75","      73556","    4009722","         43.01"
"AMBUJACEM","EQ","12-Nov-2020","        259.70","        258.10","        264.35","        256.20","        263.20","        262.85","        260.25","    6698839","          1743373415.35","      60541","    2138089","         31.92"
"AMBUJACEM","EQ","13-Nov-2020","        262.85","        261.50","        262.25","        255.75","        257.45","        257.70","        258.14","    7158835","          1848001533.45","      25225","    4183423","         58.44"
"AMBUJACEM","EQ","14-Nov-2020","        257.70","        259.90","        260.90","        258.05","        258.90","        259.00","        259.47","     489361","           126976243.65","       7119","     167947","         34.32"
"AMBUJACEM","EQ","17-Nov-2020","        259.00","        261.00","        272.00","        260.00","        267.90","        268.05","        268.22","   13207472","          3542570368.25","     112884","    5728658","         43.37"
"AMBUJACEM","EQ","18-Nov-2020","        268.05","        267.20","        267.70","        260.65","        261.50","        262.00","        262.90","    8891945","          2337676288.25","      50191","    4547735","         51.14"
"AMBUJACEM","EQ","19-Nov-2020","        262.00","        259.85","        265.85","        256.45","        258.15","        258.70","        260.88","    7297426","          1903752396.40","      54301","    1869038","         25.61"
"AMBUJACEM","EQ","20-Nov-2020","        258.70","        259.10","        261.90","        253.75","        257.45","        257.10","        256.90","    4879945","          1253656362.20","      32873","    1559558","         31.96"
"AMBUJACEM","EQ","23-Nov-2020","        257.10","        259.00","        262.50","        257.50","        257.90","        258.15","        259.79","    6727698","          1747758215.60","      26603","    2821689","         41.94"
"AMBUJACEM","EQ","24-Nov-2020","        258.15","        258.20","        260.45","        254.55","        255.35","        255.15","        256.99","    4054652","          1041995558.35","      34015","    1240540","         30.60"
"AMBUJACEM","EQ","25-Nov-2020","        255.15","        255.95","        259.20","        255.20","        255.90","        256.20","        257.01","    6671995","          1714802353.65","      34643","    2346178","         35.16"
"AMBUJACEM","EQ","26-Nov-2020","        256.20","        257.70","        262.60","        253.55","        260.70","        260.75","        257.53","    5364946","          1381652590.80","      35845","    1147772","         21.39"
"AMBUJACEM","EQ","27-Nov-2020","        260.75","        261.40","        263.20","        257.50","        260.00","        261.05","        260.50","   10177429","          2651189076.00","      64763","    4870133","         47.85"
"AMBUJACEM","EQ","01-Dec-2020","        261.05","        262.20","        269.55","        260.90","        261.50","        262.00","        263.87","    6262243","          1652429545.70","      48226","    1829230","         29.21"
"AMBUJACEM","EQ","02-Dec-2020","        262.00","        262.00","        264.20","        259.20","        261.65","        262.50","        262.05","    5076458","          1330299589.30","      29489","    1848131","         36.41"
"AMBUJACEM","EQ","03-Dec-2020","        262.50","        264.50","        264.50","        259.30","        261.20","        261.10","        261.16","    5223075","          1364048386.30","      63516","    2339003","         44.78"
"AMBUJACEM","EQ","04-Dec-2020","        261.10","        262.00","        263.00","        249.90","        252.60","        252.55","        254.79","   11266087","          2870452757.75","      82632","    3648862","         32.39"
"AMBUJACEM","EQ","07-Dec-2020","        252.55","        256.25","        256.30","        250.55","        252.50","        253.10","        252.82","    9578732","          2421722044.50","      60404","    3352186","         35.00"
"AMBUJACEM","EQ","08-Dec-2020","        253.10","        254.50","        259.60","        253.00","        257.10","        257.10","        256.70","    9736539","          2499367294.45","      80253","    3070546","         31.54"
"AMBUJACEM","EQ","09-Dec-2020","        257.10","        258.90","        259.60","        251.00","        253.40","        252.85","        255.04","   13190004","          3363966303.00","      70779","    7497697","         56.84"
"AMBUJACEM","EQ","10-Dec-2020","        252.85","        250.70","        251.00","        245.20","        248.75","        248.30","        247.34","   11038230","          2730181875.30","      95152","    4148617","         37.58"
"AMBUJACEM","EQ","11-Dec-2020","        248.30","        249.50","        250.45","        243.75","        246.70","        245.80","        246.51","    7933577","          1955730192.60","      74575","    3995242","         50.36"
"AMBUJACEM","EQ","14-Dec-2020","        245.80","        247.00","        249.00","        245.05","        246.50","        246.45","        246.61","    4162472","          1026500614.50","      38790","    1485237","         35.68"
"AMBUJACEM","EQ","15-Dec-2020","        246.45","        247.95","        248.20","        243.10","        247.70","        247.60","        245.51","    7713444","          1893759204.25","      72786","    3398839","         44.06"
"AMBUJACEM","EQ","16-Dec-2020","        247.60","        249.10","        249.70","        245.10","        248.10","        247.25","        247.21","    7488289","          1851203008.10","      51549","    3149687","         42.06"
"AMBUJACEM","EQ","17-Dec-2020","        247.25","        248.50","        251.50","        246.20","        246.50","        246.75","        249.03","    8321438","          2072308691.40","      58090","    3495657","         42.01"
"AMBUJACEM","EQ","18-Dec-2020","        246.75","        247.05","        252.20","        246.50","        250.90","        251.05","        249.78","    7695230","          1922128787.65","      53373","    3001775","         39.01"
"AMBUJACEM","EQ","21-Dec-2020","        251.05","        250.90","        250.90","        225.95","        233.60","        235.40","        238.90","   12498745","          2985905935.40","     107668","    2866352","         22.93"
"AMBUJACEM","EQ","22-Dec-2020","        235.40","        235.60","        239.15","        227.25","        237.10","        237.60","        235.67","   10098570","          2379926088.80","     106700","    3437538","         34.04"
"AMBUJACEM","EQ","23-Dec-2020","        237.60","        234.90","        238.75","        231.50","        237.05","        237.20","        235.21","    8750579","          2058213395.90","      75922","    2548595","         29.12"
"AMBUJACEM","EQ","24-Dec-2020","        237.20","        255.00","        260.90","        245.00","        246.40","        246.70","        250.68","   24151514","          6054282174.25","     170487","    4005707","         16.59"
"AMBUJACEM","EQ","28-Dec-2020","        246.70","        247.00","        247.85","        244.70","        247.00","        247.20","        246.32","    4547753","          1120189636.10","      35689","     891228","         19.60"
"AMBUJACEM","EQ","29-Dec-2020","        247.20","        247.55","        248.25","        242.50","        244.80","        244.40","        244.49","    5978220","          1461619634.10","      49900","    1968556","         32.93"
"AMBUJACEM","EQ","30-Dec-2020","        244.40","        245.50","        253.00","        241.70","        252.50","        252.40","        247.47","   10481131","          2593751759.60","      72214","    3208664","         30.61"
"AMBUJACEM","EQ","31-Dec-2020","        252.40","        252.00","        252.70","        246.90","        248.60","        248.85","        249.44","    7969910","          1988011505.45","      60199","    2411202","         30.25"
"AMBUJACEM","EQ","01-Jan-2021","        248.85","        249.00","        251.70","        248.15","        250.95","        250.85","        250.31","    4011077","          1004004884.35","      24199","    1311870","         32.71"
"AMBUJACEM","EQ","04-Jan-2021","        250.85","        252.90","        253.80","        250.00","        253.30","        252.90","        251.87","    4860584","          1224256067.05","      40746","    1510581","         31.08"
"AMBUJACEM","EQ","05-Jan-2021","        252.90","        252.00","        256.65","        250.45","        254.80","        254.20","        253.47","    9383253","          2378335949.90","      58535","    3273588","         34.89"
"AMBUJACEM","EQ","06-Jan-2021","        254.20","        255.40","        262.00","        253.25","        260.65","        261.10","        257.80","    8653520","          2230854963.35","      65141","    3024167","         34.95"
"AMBUJACEM","EQ","07-Jan-2021","        261.10","        265.00","        267.10","        261.20","        263.35","        263.00","        264.70","    7685276","          2034329816.35","      47640","    2372878","         30.88"
"AMBUJACEM","EQ","08-Jan-2021","        263.00","        265.00","        271.40","        264.30","        269.00","        269.95","        268.46","    8135272","          2183990162.85","      55445","    2979203","         36.62"
"AMBUJACEM","EQ","11-Jan-2021","        269.95","        268.80","        271.80","        266.00","        269.70","        270.35","        269.55","    6276642","          1691873363.70","      67870","    2301629","         36.67"
"AMBUJACEM","EQ","12-Jan-2021","        270.35","        270.00","        274.60","        266.70","        266.80","        268.10","        270.18","    5997355","          1620390390.75","      59027","    1498523","         24.99"
"AMBUJACEM","EQ","13-Jan-2021","        268.10","        268.10","        269.40","        261.10","        264.50","        264.90","        264.64","    5267492","          1393966404.45","      39433","    1410109","         26.77"
"AMBUJACEM","EQ","14-Jan-2021","        264.90","        265.00","        270.50","        263.15","        266.40","        267.05","        266.13","    4747011","          1263338787.75","      42550","    1193653","         25.15"
"AMBUJACEM","EQ","15-Jan-2021","        267.05","        266.40","        267.00","        259.60","        264.10","        264.10","        263.20","    5926799","          1559921163.05","      32145","    2809718","         47.41"
"AMBUJACEM","EQ","18-Jan-2021","        264.10","        264.10","        264.55","        248.00","        255.95","        256.05","        254.68","    7230336","          1841428009.15","      55758","    2473625","         34.21"
"AMBUJACEM","EQ","19-Jan-2021","        256.05","        256.95","        262.80","        256.30","        261.85","        261.95","        259.91","    3685114","           957815293.80","      24520","    1375365","         37.32"
"AMBUJACEM","EQ","20-Jan-2021","        261.95","        261.00","        263.85","        257.65","        261.00","        262.10","        260.67","    4999049","          1303093605.95","      35226","    2517258","         50.35"
"AMBUJACEM","EQ","21-Jan-2021","        262.10","        263.50","        265.35","        249.10","        254.70","        252.55","        259.84","    8233030","          2139309202.20","      48942","    3357973","         40.79"
"AMBUJACEM","EQ","22-Jan-2021","        252.55","        255.00","        259.90","        250.90","        258.30","        257.70","        256.56","    6396348","          1641042607.80","      46058","    1355721","         21.20"
"AMBUJACEM","EQ","25-Jan-2021","        257.70","        261.40","        264.25","        254.90","        257.00","        257.00","        259.00","    9713572","          2515836309.85","      65069","    4200689","         43.25"
"AMBUJACEM","EQ","27-Jan-2021","        257.00","        256.10","        260.50","        251.20","        252.00","        252.50","        254.62","    9165809","          2333812006.30","      47978","    4894308","         53.40"
"AMBUJACEM","EQ","28-Jan-2021","        252.50","        250.00","        250.50","        246.00","        248.00","        248.00","        248.11","    9545181","          2368290278.05","      52197","    4335605","         45.42"
"AMBUJACEM","EQ","29-Jan-2021","        248.00","        251.75","        251.75","        241.75","        243.80","        243.35","        246.45","    9156862","          2256691917.30","      69743","    4977821","         54.36"
"AMBUJACEM","EQ","01-Feb-2021","        243.35","        246.40","        262.00","        242.10","        261.00","        260.80","        252.84","    8108261","          2050073084.90","      61328","    2814749","         34.71"
"AMBUJACEM","EQ","02-Feb-2021","        260.80","        263.70","        279.60","        261.10","        276.20","        276.25","        273.02","   12896237","          3520919633.85","     108099","    3854343","         29.89"
"AMBUJACEM","EQ","03-Feb-2021","        276.25","        276.10","        278.70","        268.00","        268.80","        268.95","        272.51","    8099652","          2207201381.75","      84734","    2138155","         26.40"
"AMBUJACEM","EQ","04-Feb-2021","        268.95","        268.00","        275.00","        266.15","        272.95","        272.75","        271.96","    7803083","          2122122864.20","      51299","    1990470","         25.51"
"AMBUJACEM","EQ","05-Feb-2021","        272.75","        273.00","        275.60","        268.55","        271.25","        271.30","        272.43","    5119967","          1394828334.00","      39739","    1165062","         22.76"
"AMBUJACEM","EQ","08-Feb-2021","        271.30","        272.50","        278.20","        272.00","        274.45","        274.35","        275.28","    5445773","          1499087277.65","      40469","    2223445","         40.83"
"AMBUJACEM","EQ","09-Feb-2021","        274.35","        276.85","        279.45","        269.85","        271.25","        270.55","        275.14","    4725675","          1300210856.50","      32513","    1644561","         34.80"
"AMBUJACEM","EQ","10-Feb-2021","        270.55","        271.35","        277.80","        271.00","        271.40","        271.90","        273.94","    6276033","          1719252863.20","      54654","    1090785","         17.38"
"AMBUJACEM","EQ","11-Feb-2021","        271.90","        272.20","        277.80","        271.50","        276.25","        276.90","        276.00","    5475278","          1511198698.90","      44996","    1707264","         31.18"
"AMBUJACEM","EQ","12-Feb-2021","        276.90","        275.00","        284.90","        274.25","        277.80","        277.45","        280.67","    9937677","          2789204572.25","      81962","    2020768","         20.33"
"AMBUJACEM","EQ","15-Feb-2021","        277.45","        281.00","        285.90","        279.00","        285.00","        283.40","        283.12","    7339663","          2078017690.40","      57199","    1907092","         25.98"
"AMBUJACEM","EQ","16-Feb-2021","        283.40","        285.90","        287.30","        280.20","        284.00","        284.05","        284.30","    6116048","          1738771188.35","      56341","    1315043","         21.50"
"AMBUJACEM","EQ","17-Feb-2021","        284.05","        285.75","        290.40","        284.20","        287.70","        286.65","        287.22","   10058896","          2889160675.70","      58094","    4061841","         40.38"
"AMBUJACEM","EQ","18-Feb-2021","        286.65","        290.00","        290.50","        280.80","        283.80","        282.80","        283.47","    7081013","          2007258890.15","      55495","    1709764","         24.15"
"AMBUJACEM","EQ","19-Feb-2021","        282.80","        288.50","        288.50","        273.05","        275.20","        275.30","        279.35","   18015854","          5032744552.45","     119728","    3417260","         18.97"
"AMBUJACEM","EQ","22-Feb-2021","        275.30","        275.50","        276.90","        265.65","        266.40","        266.95","        269.96","    7287185","          1967254045.90","      61633","    2137567","         29.33"
"AMBUJACEM","EQ","23-Feb-2021","        266.95","        269.00","        270.85","        263.15","        265.00","        264.70","        266.81","    7106597","          1896131062.00","      48969","    2583084","         36.35"
"AMBUJACEM","EQ","24-Feb-2021","        264.70","        266.00","        270.30","        265.05","        269.60","        268.40","        268.39","    3316417","           890098047.20","      20796","    1625885","         49.03"
"AMBUJACEM","EQ","25-Feb-2021","        268.40","        271.20","        281.60","        271.15","        281.10","        279.70","        274.96","    9436339","          2594610776.80","      66661","    3650417","         38.68"
"AMBUJACEM","EQ","26-Feb-2021","        279.70","        277.00","        288.50","        271.50","        273.00","        273.50","        279.97","   21250569","          5949425208.00","     145611","    7136823","         33.58"
"AMBUJACEM","EQ","01-Mar-2021","        273.50","        275.55","        279.65","        273.50","        278.30","        277.90","        276.45","    4095441","          1132178156.60","      42111","    1164176","         28.43"
"AMBUJACEM","EQ","02-Mar-2021","        277.90","        278.90","        283.40","        277.10","        278.80","        278.80","        279.95","    4657410","          1303850012.65","      43547","    1241871","         26.66"
"AMBUJACEM","EQ","03-Mar-2021","        278.80","        280.70","        285.90","        279.55","        282.10","        282.10","        282.21","    5079575","          1433522895.15","      37341","    1959670","         38.58"
"AMBUJACEM","EQ","04-Mar-2021","        282.10","        281.50","        294.30","        278.75","        292.90","        292.00","        288.60","   10478749","          3024210648.10","      86586","    3650458","         34.84"
"AMBUJACEM","EQ","05-Mar-2021","        292.00","        291.95","        298.30","        283.15","        286.00","        284.80","        292.27","   14706128","          4298161674.05","     130223","    3004128","         20.43"
"AMBUJACEM","EQ","08-Mar-2021","        284.80","        287.00","        291.00","        284.20","        286.10","        285.75","        287.51","    4470385","          1285268473.10","      39482","     858471","         19.20"
"AMBUJACEM","EQ","09-Mar-2021","        285.75","        287.80","        293.30","        285.20","        290.90","        291.05","        290.06","    6082622","          1764305888.55","      49464","    1839181","         30.24"
"AMBUJACEM","EQ","10-Mar-2021","        291.05","        292.55","        293.80","        289.00","        291.70","        292.00","        291.37","    3837384","          1118094621.35","      38564","    1241659","         32.36"
"AMBUJACEM","EQ","12-Mar-2021","        292.00","        293.00","        293.90","        287.50","        288.65","        289.50","        290.01","    5744777","          1666025286.95","      41642","    2307006","         40.16"
"AMBUJACEM","EQ","15-Mar-2021","        289.50","        290.90","        290.90","        279.00","        283.35","        283.65","        282.85","    4879115","          1380042391.90","      42461","    2272812","         46.58"
"AMBUJACEM","EQ","16-Mar-2021","        283.65","        284.90","        290.00","        284.25","        285.55","        285.55","        287.02","    7122222","          2044249541.70","      62011","    3103880","         43.58"
"AMBUJACEM","EQ","17-Mar-2021","        285.55","        285.90","        287.35","        280.00","        281.00","        280.85","        281.94","    5016639","          1414386997.85","      29485","    2784468","         55.50"
"AMBUJACEM","EQ","18-Mar-2021","        280.85","        283.00","        285.95","        277.45","        281.30","        281.05","        283.16","    4353319","          1232686058.25","      44585","    1420421","         32.63"
"AMBUJACEM","EQ","19-Mar-2021","        281.05","        278.00","        284.60","        274.05","        284.10","        283.45","        281.52","    6753108","          1901163247.60","      45182","    3425868","         50.73"
"AMBUJACEM","EQ","22-Mar-2021","        283.45","        284.45","        297.80","        278.00","        297.40","        295.60","        292.58","   11182565","          3271818664.55","      88706","    2880805","         25.76"
"AMBUJACEM","EQ","23-Mar-2021","        295.60","        297.20","        306.40","        293.55","        304.90","        304.45","        300.96","   11750637","          3536465777.95","     108861","    2525906","         21.50"
